,token,name,symbol
11230,503837,SHRAJSYNQ,SHRAJSYNQ
11231,504220,WSI,WSI
11232,504605,UNIABEXAL,UNIABEXAL
11233,512153,MLINDLTD,MLINDLTD
11234,512175,VAMA,VAMA
11235,512257,SVARTCORP,SVARTCORP
11236,512329,SGMART,SGMART
11237,505010,AUTOAXLES,AUTOAXLES
11238,505299,KPT,KPT
11239,505504,GHVINFRA,GHVINFRA
11240,505523,MAHACORP,MAHACORP
11241,512344,ARAVALIS,ARAVALIS
11242,512431,WHITHAL,WHITHAL
11243,512433,ASUTENT,ASUTENT
11244,512441,ENBETRD,ENBETRD
11245,505685,TAPARIA,TAPARIA
11246,505714,GABRIEL,GABRIEL
11247,505720,HERCULES,HERCULES
11248,506074,ARSHIYA,ARSHIYA
11249,512455,LLOYDSME,LLOYDSME
11250,512463,LLOYDSENT,LLOYDSENT
11251,512519,DONEAR,DONEAR
11252,512565,NEELKANTH,NEELKANTH
11253,506146,VIVIDHA,VIVIDHA
11254,506161,ISHWATR,ISHWATR
11255,506180,EMERGENT,EMERGENT
11256,506285,BAYERCROP,BAYERCROP
11257,512587,ZODJRDMKJ,ZODJRDMKJ
11258,512597,KEYFINSERV,KEYFINSERV
11259,512604,HARIAEXPO,HARIAEXPO
11260,513228,PENIND,PENIND
11261,506520,JAYCH,JAYCH
11262,506680,TECILCHEM,TECILCHEM
11263,506808,TUTIALKA,TUTIALKA
11264,506906,SCBL,SCBL
11265,513303,MDRNSTL,MDRNSTL
11266,513496,SIZEMASTER,SIZEMASTER
11267,513511,PANCHMAHQ,PANCHMAHQ
11268,513528,GLITTEKG,GLITTEKG
11269,506947,ADVPETR-B,ADVPETR-B
11270,507180,KESARENT,KESARENT
11271,507315,SAKHTISUG,SAKHTISUG
11272,507543,CORAGRO,CORAGRO
11273,513693,KAJARIR,KAJARIR
11274,513721,MFSINTRCRP,MFSINTRCRP
11275,514036,LOYALTEX,LOYALTEX
11276,514165,INDIANACRY,INDIANACRY
11277,507813,NOL,NOL
11278,507864,PIONRINV,PIONRINV
11279,507880,VIPIND,VIPIND
11280,507910,FIBERWEB,FIBERWEB
11281,514171,CEETAIN,CEETAIN
11282,514223,RAMGOPOLY,RAMGOPOLY
11283,514240,KUSHIND,KUSHIND
11284,514402,ECOHOTELS,ECOHOTELS
11285,508807,ISTLTD,ISTLTD
11286,508905,NEXOME,NEXOME
11287,508961,SHRICON,SHRICON
11288,509073,HATHWAYB,HATHWAYB
11289,516064,ARROWGREEN,ARROWGREEN
11290,514440,BPAGRI,BPAGRI
11291,515018,REGENCERAM,REGENCERAM
11292,515147,HALDYNGL,HALDYNGL
11293,509220,PTL,PTL
11294,509525,EMPIND,EMPIND
11295,509597,HARDCAS,HARDCAS
11296,510245,SWASTIVI,SWASTIVI
11297,516072,VISHNU,VISHNU
11298,517238,DYNAVSN,DYNAVSN
11299,517360,SBECSYS,SBECSYS
11300,517415,LEENEE,LEENEE
11301,511092,JMDVL,JMDVL
11302,511147,WSFX,WSFX
11303,511243,CHOLAFIN,CHOLAFIN
11304,511246,BOMTALKIES,BOMTALKIES
11305,517421,BUTTERFLY,BUTTERFLY
11306,517522,RAJRATAN,RAJRATAN
11307,519014,PRSNTIN,PRSNTIN
11308,519091,TASTYBITE,TASTYBITE
11309,511377,MEHIF,MEHIF
11310,511543,GSBFIN,GSBFIN
11311,511549,MORARKFI,MORARKFI
11312,511589,AVONMORE,AVONMORE
11313,519216,AJANTSOY,AJANTSOY
11314,519359,POONADAL,POONADAL
11315,519397,SHINDL,SHINDL
11316,519439,PIONAGR,PIONAGR
11317,511710,CUBIFIN,CUBIFIN
11318,512022,WINROC,WINROC
11319,512047,ROYALIND,ROYALIND
11320,512064,VISVEN,VISVEN
11321,519475,CHORDIA,CHORDIA
11322,519532,ASIANTNE,ASIANTNE
11323,519552,HERITGFOOD,HERITGFOOD
11324,519606,INTEGFD,INTEGFD
11325,512131,SIGIND,SIGIND
11326,512149,AVANCE,AVANCE
11327,512296,BHAGYANGR,BHAGYANGR
11328,512437,APOLLOFI,APOLLOFI
11329,520119,ASAL,ASAL
11330,520121,ARCEEIN,ARCEEIN
11331,520131,COARO,COARO
11332,520155,STARLOG,STARLOG
11333,512453,SHRJAGP,SHRJAGP
11334,512485,DHANCOT,DHANCOT
11335,512505,MEENST,MEENST
11336,512591,PULSRIN,PULSRIN
11337,521034,SOMATEX,SOMATEX
11338,521064,TRIDENT,TRIDENT
11339,521097,AMARJOTHI,AMARJOTHI
11340,521131,SBFL,SBFL
11341,513023,NAVA,NAVA
11342,513063,TRANSFRE,TRANSFRE
11343,513252,JAYUSH,JAYUSH
11344,513377,MMTC,MMTC
11345,521180,SUPERSPIN,SUPERSPIN
11346,521200,SURYALAXMI,SURYALAXMI
11347,521210,CITYMAN,CITYMAN
11348,521222,SANBLUE,SANBLUE
11349,513418,SMFIL,SMFIL
11350,513452,ELANGO,ELANGO
11351,513683,NLCINDIA,NLCINDIA
11352,513699,SOLIDSTON,SOLIDSTON
11353,521242,KANDAGIRI,KANDAGIRI
11354,522034,SHANTIGEAR,SHANTIGEAR
11355,522073,HITECHGEAR,HITECHGEAR
11356,522122,VOITHPAPR,VOITHPAPR
11357,514142,TTL,TTL
11358,514211,SUMEETINDS,SUMEETINDS
11359,514266,ZENIFIB,ZENIFIB
11360,514318,JATTAINDUS,JATTAINDUS
11361,522165,INDSILHYD,INDSILHYD
11362,522217,GUJAPOLLO,GUJAPOLLO
11363,522261,DOLPHIN,DOLPHIN
11364,522292,CANDOUR,CANDOUR
11365,514378,YARNSYN,YARNSYN
11366,515037,MURUDCERA,MURUDCERA
11367,515043,SEKURITIND,SEKURITIND
11368,516016,SHREYANIND,SHREYANIND
11369,523019,BNRSEC,BNRSEC
11370,523021,RISHITECH,RISHITECH
11371,523023,SINCLAIR,SINCLAIR
11372,523186,BAPACK,BAPACK
11373,516106,SHKARTP,SHKARTP
11374,517168,SUBROS,SUBROS
11375,517170,EDVENSWA,EDVENSWA
11376,517230,PAEL,PAEL
11377,523204,ABAN,ABAN
11378,523260,PEARLPOLY,PEARLPOLY
11379,523269,ADVANIHOTR,ADVANIHOTR
11380,523289,RAMAVISION,RAMAVISION
11381,517264,FINELINE,FINELINE
11382,517334,MOTHERSON,MOTHERSON
11383,517372,GUJINTRX,GUJINTRX
11384,517429,ATHENAGLO,ATHENAGLO
11385,523323,KOVAI,KOVAI
11386,523373,MINID,MINID
11387,523405,JMFINANCIL,JMFINANCIL
11388,523445,RIIL,RIIL
11389,517556,PVP,PVP
11390,519152,VADILENT,VADILENT
11391,519191,RGRL,RGRL
11392,519224,WILLAMAGOR,WILLAMAGOR
11393,523537,APMIN,APMIN
11394,523630,NFL,NFL
11395,523648,PLASTIBLEN,PLASTIBLEN
11396,523652,KKPLASTICK,KKPLASTICK
11397,519331,VSFPROJ,VSFPROJ
11398,519234,SIEL,SIEL
11399,519238,SPTRSHI,SPTRSHI
11400,519295,BAMBINO,BAMBINO
11401,523836,GUJRAFFIA,GUJRAFFIA
11402,524129,VINYLINDIA,VINYLINDIA
11403,524342,INDOBORAX,INDOBORAX
11404,524348,AARTIDRUGS,AARTIDRUGS
11405,519421,KSE,KSE
11406,519494,NKIND,NKIND
11407,519602,KELLTONTEC,KELLTONTEC
11408,519604,SURFI,SURFI
11409,524396,BIOFILCHEM,BIOFILCHEM
11410,524404,MARKSANS,MARKSANS
11411,524506,CORALAB,CORALAB
11412,524576,VIVIDIND,VIVIDIND
11413,519612,LAKESHORE,LAKESHORE
11414,520008,RICOAUTO,RICOAUTO
11415,520051,JAMNAAUTO,JAMNAAUTO
11416,520066,JAYBARMARU,JAYBARMARU
11417,524592,JAYSYNTH,JAYSYNTH
11418,524594,AEONXDIGI,AEONXDIGI
11419,524598,AKSHARCHEM,AKSHARCHEM
11420,524602,BANDARAM,BANDARAM
11421,520113,VESUVIUS,VESUVIUS
11422,521016,ICIL,ICIL
11423,521080,PASARI,PASARI
11424,521133,GEMSPIN,GEMSPIN
11425,524654,NATCAPSUQ,NATCAPSUQ
11426,524816,NATCOPHARM,NATCOPHARM
11427,526071,STELLANT,STELLANT
11428,526075,VINRKLB,VINRKLB
11429,521137,EUREKAI,EUREKAI
11430,521194,SILINV,SILINV
11431,521226,UNIROYAL,UNIROYAL
11432,521246,PARASPETRO,PARASPETRO
11433,526241,AMRAPLIN,AMRAPLIN
11434,526409,KKALPANAIND,KKALPANAIND
11435,526443,AEIM,AEIM
11436,526481,PHOENXINTL,PHOENXINTL
11437,522064,HONDAPOWER,HONDAPOWER
11438,522113,TIMKEN,TIMKEN
11439,522183,ITL,ITL
11440,522207,RASANDIK,RASANDIK
11441,526612,BLUEDART,BLUEDART
11442,526727,GARNET,GARNET
11443,526747,PGFOILQ,PGFOILQ
11444,526829,CONFIPET,CONFIPET
11445,523031,ADSDIAG,ADSDIAG
11446,523151,OTCO,OTCO
11447,523248,MACPLASQ,MACPLASQ
11448,523385,NILKAMAL,NILKAMAL
11449,526853,BI,BI
11450,526869,KUMPFIN,KUMPFIN
11451,526873,RAJSEC,RAJSEC
11452,526877,SIDDHEGA,SIDDHEGA
11453,523395,3MINDIA,3MINDIA
11454,523398,BOSCH-HCIL,BOSCH-HCIL
11455,523419,TNTELE,TNTELE
11456,523467,JAIMATAG,JAIMATAG
11457,526967,HEERAISP,HEERAISP
11458,530005,INDIACEM,INDIACEM
11459,530067,CSLFINANCE,CSLFINANCE
11460,530135,OPTIEMUS,OPTIEMUS
11461,523620,PHRMASI,PHRMASI
11462,523676,GOLKUNDIA,GOLKUNDIA
11463,523736,DVL,DVL
11464,523844,CONSTRONIC,CONSTRONIC
11465,530139,KREONFIN,KREONFIN
11466,530145,KISAN,KISAN
11467,530167,MONGIPA,MONGIPA
11468,530197,FUNDVISER,FUNDVISER
11469,523874,EASTINDIA,EASTINDIA
11470,524051,POLYPLEX,POLYPLEX
11471,524109,KABRAEXTRU,KABRAEXTRU
11472,524336,SHHARICH,SHHARICH
11473,530259,INTSTOIL,INTSTOIL
11474,530307,CLSEL,CLSEL
11475,530315,HINDTIN,HINDTIN
11476,530377,NILAINFRA,NILAINFRA
11477,524622,ISTRNETWK,ISTRNETWK
11478,524624,GAGAN,GAGAN
11479,524703,SANDUPHQ,SANDUPHQ
11480,526043,POLYCHMP,POLYCHMP
11481,530405,JINDCAP,JINDCAP
11482,530477,VIKRAMTH,VIKRAMTH
11483,530525,RRETAIL,RRETAIL
11484,530595,TELECANOR,TELECANOR
11485,526137,SHETR,SHETR
11486,526179,LUDLOWJUT,LUDLOWJUT
11487,526211,SURJIND,SURJIND
11488,526217,HITECHCORP,HITECHCORP
11489,530695,PRIMEPRO,PRIMEPRO
11490,530697,ZENLABS,ZENLABS
11491,530779,DYNAMICP,DYNAMICP
11492,530805,OIVL,OIVL
11493,526299,MPHASIS,MPHASIS
11494,526431,WELTI,WELTI
11495,526508,SHAHISHIP,SHAHISHIP
11496,526650,TFCILTD,TFCILTD
11497,530813,KRBL,KRBL
11498,530909,ERPSOFT,ERPSOFT
11499,530973,ALFAICA,ALFAICA
11500,530979,INDIAHOME,INDIAHOME
11501,526666,BIL,BIL
11502,526675,TIRTPLS,TIRTPLS
11503,526709,BITS,BITS
11504,526711,ADARSHPL,ADARSHPL
11505,530999,BALAMINES,BALAMINES
11506,531025,VISAGAR,VISAGAR
11507,531027,LIBORD,LIBORD
11508,531119,CEENIK,CEENIK
11509,526847,ASHSI,ASHSI
11510,526723,NTCIND,NTCIND
11511,526755,VELHO,VELHO
11512,526797,GREENPLY,GREENPLY
11513,531209,NUCLEUS,NUCLEUS
11514,531215,RTSPOWR,RTSPOWR
11515,531260,REFEXRENEW,REFEXRENEW
11516,531273,RADHEDE,RADHEDE
11517,526891,MKTCREAT,MKTCREAT
11518,526921,21STCENMGM,21STCENMGM
11519,530025,SAMYAKINT,SAMYAKINT
11520,530045,TITANSEC,TITANSEC
11521,531307,RRIL,RRIL
11522,531349,PANACEABIO,PANACEABIO
11523,531352,PEETISEC,PEETISEC
11524,531397,POLYCON,POLYCON
11525,530073,SANGHVIMOV,SANGHVIMOV
11526,530163,KERALAYUR,KERALAYUR
11527,530171,DAULAT,DAULAT
11528,530179,RSCINT,RSCINT
11529,531399,GGAUTO,GGAUTO
11530,531406,ANSINDUS,ANSINDUS
11531,531436,SAFFRON,SAFFRON
11532,531454,POLYLINK,POLYLINK
11533,530213,FORINTL,FORINTL
11534,530331,PREMCO,PREMCO
11535,530341,MUKESHB,MUKESHB
11536,530419,SUMEDHA,SUMEDHA
11537,531465,NOUVEAU,NOUVEAU
11538,531500,RAJESHEXPO,RAJESHEXPO
11539,531539,RISHDIGA,RISHDIGA
11540,531568,ASHUTPM,ASHUTPM
11541,530421,KUWERIN,KUWERIN
11542,530439,SIDDHA,SIDDHA
11543,530443,KIRANSY-B,KIRANSY-B
11544,530495,STRATMONT,STRATMONT
11545,531610,UFMINDL,UFMINDL
11546,531635,SILVOAK,SILVOAK
11547,531688,PRITHVIEXCH,PRITHVIEXCH
11548,531692,KHYATI,KHYATI
11549,530499,AKCAPIT,AKCAPIT
11550,530585,SWASTIKA,SWASTIKA
11551,530655,GOODLUCK,GOODLUCK
11552,530663,GOYALASS,GOYALASS
11553,531719,BHAGCHEM,BHAGCHEM
11554,531727,MENNPIS,MENNPIS
11555,531784,KCLINFRA,KCLINFRA
11556,531813,GANGAPA,GANGAPA
11557,530755,CORNE,CORNE
11558,531003,SWRNASE,SWRNASE
11559,531015,VENMAX,VENMAX
11560,531017,ARISE,ARISE
11561,531822,RODIUM,RODIUM
11562,531832,NAGTECH,NAGTECH
11563,531867,UNITINT,UNITINT
11564,531869,SACHEMT,SACHEMT
11565,531091,UNITDCR,UNITDCR
11566,531178,HEMANG,HEMANG
11567,531246,PRIMAIN,PRIMAIN
11568,531259,ESHAMEDIA,ESHAMEDIA
11569,531870,POPULARES,POPULARES
11570,531909,CROISSANCE,CROISSANCE
11571,531913,GOPAIST,GOPAIST
11572,531971,HARIGOV,HARIGOV
11573,531278,ELIXIR,ELIXIR
11574,531340,BERVINL,BERVINL
11575,531381,ARIHANT,ARIHANT
11576,531398,SOURCENTRL,SOURCENTRL
11577,531978,AMBIKCO,AMBIKCO
11578,531982,SPECFOOD,SPECFOOD
11579,531989,DECPO,DECPO
11580,532011,POOJAENT,POOJAENT
11581,531431,SHAKTIPUMP,SHAKTIPUMP
11582,531495,BLUECOAST,BLUECOAST
11583,531531,HATSUN,HATSUN
11584,531599,FDC,FDC
11585,532029,SINDHUTRAD,SINDHUTRAD
11586,532041,HINDBIO,HINDBIO
11587,532134,BANKBARODA,BANKBARODA
11588,532141,ACL,ACL
11589,531608,GORANIN,GORANIN
11590,531663,YUVRAAJHPL,YUVRAAJHPL
11591,531680,MAYUR,MAYUR
11592,531723,GATECH,GATECH
11593,532145,HOTLSILV,HOTLSILV
11594,532155,GAIL,GAIL
11595,532164,MINOLTAF,MINOLTAF
11596,532181,GMDCLTD,GMDCLTD
11597,531744,GINISILK,GINISILK
11598,531761,APOLLOPIPE,APOLLOPIPE
11599,531794,SESHACHAL,SESHACHAL
11600,531846,TRINITYLEA,TRINITYLEA
11601,532218,SOUTHBANK,SOUTHBANK
11602,532285,GEOJITFSL,GEOJITFSL
11603,532310,SHREERAMA,SHREERAMA
11604,532315,GROARC,GROARC
11605,531900,CCLINTER,CCLINTER
11606,531925,SHAQUAK,SHAQUAK
11607,531931,SAICAPI,SAICAPI
11608,531950,VERTEX,VERTEX
11609,532326,INTENTECH,INTENTECH
11610,532355,PICTUREHS,PICTUREHS
11611,532359,HITKITGLO,HITKITGLO
11612,532365,DSSL,DSSL
11613,532001,INDCTST,INDCTST
11614,532007,SHVFL,SHVFL
11615,532016,ESPIRE,ESPIRE
11616,532067,3BBLACKBIO,3BBLACKBIO
11617,532366,PNBGILTS,PNBGILTS
11618,532370,RAMCOSYS,RAMCOSYS
11619,532384,TYCHE,TYCHE
11620,532400,BSOFT,BSOFT
11621,532131,TRIUMPIN,TRIUMPIN
11622,532162,JKPAPER,JKPAPER
11623,532212,ARCHIES,ARCHIES
11624,532221,SONATSOFTW,SONATSOFTW
11625,532419,SMARTLINK,SMARTLINK
11626,532455,SHALIWIR,SHALIWIR
11627,532481,NOIDATOLL,NOIDATOLL
11628,532505,UCOBANK,UCOBANK
11629,532290,BLBLIMITED,BLBLIMITED
11630,532331,AJANTPHARM,AJANTPHARM
11631,532344,SOFTSOL,SOFTSOL
11632,532348,SUBEXLTD,SUBEXLTD
11633,532521,PALREDTEC,PALREDTEC
11634,532524,PTC,PTC
11635,532525,MAHABANK,MAHABANK
11636,532531,STAR,STAR
11637,532369,RAMCOIND,RAMCOIND
11638,532398,UMESLTD,UMESLTD
11639,532460,PONNIERODE,PONNIERODE
11640,532467,HAZOOR,HAZOOR
11641,532538,ULTRACEMCO,ULTRACEMCO
11642,532627,JPPOWER,JPPOWER
11643,532648,YESBANK,YESBANK
11644,532654,MCLEODRUSS,MCLEODRUSS
11645,532514,IGL,IGL
11646,532528,DATAMATICS,DATAMATICS
11647,532529,NDTV,NDTV
11648,532612,INDOCO,INDOCO
11649,532666,FCSSOFT,FCSSOFT
11650,532698,NITINSPIN,NITINSPIN
11651,532713,SAKUMA,SAKUMA
11652,532728,MALUPAPER,MALUPAPER
11653,532636,IIFL,IIFL
11654,532649,NECLIFE,NECLIFE
11655,532662,HTMEDIA,HTMEDIA
11656,532663,SASKEN,SASKEN
11657,532729,UTTAMSUGAR,UTTAMSUGAR
11658,532738,TICL,TICL
11659,532749,ALLCARGO,ALLCARGO
11660,532759,ATLANTAA,ATLANTAA
11661,532670,RENUKA,RENUKA
11662,532733,SUNTV,SUNTV
11663,532716,GILLANDERS,GILLANDERS
11664,532732,KKCL,KKCL
11665,532775,GTLINFRA,GTLINFRA
11666,532783,LTFOODS,LTFOODS
11667,532784,SOBHA,SOBHA
11668,532798,NETWORK18,NETWORK18
11669,500013,ANSALAPI,ANSALAPI
11670,500020,BOMDYEING,BOMDYEING
11671,500031,BAJAJELEC,BAJAJELEC
11672,500083,CENTEXT,CENTEXT
11673,532804,TIIL,TIIL
11674,532807,CINELINE,CINELINE
11675,532841,SAHYADRI,SAHYADRI
11676,532864,NELCAST,NELCAST
11677,500096,DABUR,DABUR
11678,500106,IFCI,IFCI
11679,500112,SBIN,SBIN
11680,500113,SAIL,SAIL
11681,532889,KPRMILL,KPRMILL
11682,532899,KSCL,KSCL
11683,532902,CCCL,CCCL
11684,532911,PARLEIND,PARLEIND
11685,500123,ELANTAS,ELANTAS
11686,500125,EIDPARRY,EIDPARRY
11687,500150,FOSECOIND,FOSECOIND
11688,500170,GTNINDS,GTNINDS
11689,532933,PORWAL,PORWAL
11690,532944,ONMOBILE,ONMOBILE
11691,532952,NAHARCAP,NAHARCAP
11692,532955,RECLTD,RECLTD
11693,500192,PRAGBOS,PRAGBOS
11694,500202,INDLEASE,INDLEASE
11695,500227,JINDALPOLY,JINDALPOLY
11696,500239,KGDENIM,KGDENIM
11697,532974,BIRLAMONEY,BIRLAMONEY
11698,532976,JAIBALAJI,JAIBALAJI
11699,532989,BAFNAPH,BAFNAPH
11700,532980,GOKUL,GOKUL
11701,500247,KOTAKBANK,KOTAKBANK
11702,500260,RAMCOCEM,RAMCOCEM
11703,500265,MAHSEAMLES,MAHSEAMLES
11704,500271,MFSL,MFSL
11705,533012,LPDC,LPDC
11706,533080,MOLDTKPAC,MOLDTKPAC
11707,533090,EXCEL,EXCEL
11708,533093,ROML,ROML
11709,500288,MOREPENLAB,MOREPENLAB
11710,500292,HEIDELBERG,HEIDELBERG
11711,500300,GRASIM,GRASIM
11712,500414,TIMEX,TIMEX
11713,533104,GLOBUSSPR,GLOBUSSPR
11714,533137,DEN,DEN
11715,533170,TAMBOLIIN,TAMBOLIIN
11716,533100,PEIL,PEIL
11717,500418,TOKYOPLAST,TOKYOPLAST
11718,500650,EXCELINDUS,EXCELINDUS
11719,500710,AKZOINDIA,AKZOINDIA
11720,500825,BRITANNIA,BRITANNIA
11721,533208,EMAMIPAP,EMAMIPAP
11722,533262,RAMKY,RAMKY
11723,533272,JWL,JWL
11724,533326,TEXRAIL,TEXRAIL
11725,500830,COLPAL,COLPAL
11726,500878,CEATLTD,CEATLTD
11727,502180,SHREDIGCEM,SHREDIGCEM
11728,502587,NATHIND,NATHIND
11729,533329,INDTERRAIN,INDTERRAIN
11730,533344,PFS,PFS
11731,533428,KTKFMP48G,KTKFMP48G
11732,533470,RUSHIL,RUSHIL
11733,502850,ZGAEKWAR,ZGAEKWAR
11734,503169,RUBYMILLS,RUBYMILLS
11735,503641,ZODIACVEN,ZODIACVEN
11736,503689,HEALINV,HEALINV
11737,533479,KTKFMP52D,KTKFMP52D
11738,533540,TREEHOUSE,TREEHOUSE
11739,533573,APLLTD,APLLTD
11740,533629,TIJARIA,TIJARIA
11741,503776,MODIPON,MODIPON
11742,504067,ZENSARTECH,ZENSARTECH
11743,504340,LONGSPUR,LONGSPUR
11744,504351,EMPOWER,EMPOWER
11745,534623,JUPITERIN,JUPITERIN
11746,535621,SVGLOBAL,SVGLOBAL
11747,535684,RMFINAFRG8,RMFINAFRG8
11748,535883,RFHXXIX03G,RFHXXIX03G
11749,504375,SOFTBPO,SOFTBPO
11750,504398,SJCORP,SJCORP
11751,504646,BGWTATO,BGWTATO
11752,504973,CHOLAHLDNG,CHOLAHLDNG
11753,536036,KTKFMP110GD,KTKFMP110GD
11754,536493,JKAGRI,JKAGRI
11755,536565,NOVELIX,NOVELIX
11756,536672,VCU,VCU
11757,505029,ATLASCYCLE,ATLASCYCLE
11758,505590,SVPGLOB,SVPGLOB
11759,505872,WPIL,WPIL
11760,506022,PRAKASH,PRAKASH
11761,537007,NIFTYIETF,NIFTYIETF
11762,537136,NFHXXV11G,NFHXXV11G
11763,537291,NATHBIOGEN,NATHBIOGEN
11764,537784,KCSL,KCSL
11765,506105,STANROS,STANROS
11766,506120,ALNATRD,ALNATRD
11767,506134,GOURMET,GOURMET
11768,506186,GCKL,GCKL
11769,537785,RACE,RACE
11770,537944,NFHXXVI01G,NFHXXVI01G
11771,537985,INFRONICS,INFRONICS
11772,538057,CPSEETF,CPSEETF
11773,506235,ALEMBICLTD,ALEMBICLTD
11774,506395,COROMANDEL,COROMANDEL
11775,506480,GOCLCORP,GOCLCORP
11776,506734,MYSORPETRO,MYSORPETRO
11777,538270,NFXXVI14DG,NFXXVI14DG
11778,538429,RFXXVI23DG,RFXXVI23DG
11779,538430,RFHXXVI23D,RFHXXVI23D
11780,538465,AMARSEC,AMARSEC
11781,506979,APTPACK,APTPACK
11782,507486,CAPRO,CAPRO
11783,507621,MLKFOOD,MLKFOOD
11784,507685,WIPRO,WIPRO
11785,538476,CTL,CTL
11786,538520,SBL,SBL
11787,538567,GULFOILLUB,GULFOILLUB
11788,538579,ZINEMA,ZINEMA
11789,507836,MCCHRLS-B,MCCHRLS-B
11790,507912,LKPFIN,LKPFIN
11791,507917,EASTBUILD,EASTBUILD
11792,507946,KIDUJA,KIDUJA
11793,538594,NCAPBUILAG,NCAPBUILAG
11794,538630,NCAPBULBDD,NCAPBULBDD
11795,538632,NCAPBUILBD,NCAPBUILBD
11796,538707,RCCL,RCCL
11797,507948,KEYCORP,KEYCORP
11798,507987,JPTRLES,JPTRLES
11799,508571,COCHMAL,COCHMAL
11800,508814,COSMOFIRST,COSMOFIRST
11801,538731,HANMAN,HANMAN
11802,538732,VGCL,VGCL
11803,538921,RAFL,RAFL
11804,539018,BEEKAY,BEEKAY
11805,509488,GRAPHITE,GRAPHITE
11806,509563,GARWAMAR,GARWAMAR
11807,509675,BIRLANU,BIRLANU
11808,509835,PREMSYN,PREMSYN
11809,539032,FRASER,FRASER
11810,539112,SAB,SAB
11811,539120,GRAMEVA,GRAMEVA
11812,539143,PANTH,PANTH
11813,509960,UPHOT,UPHOT
11814,511000,MADHUSE,MADHUSE
11815,511066,SAKTHIFIN,SAKTHIFIN
11816,511131,KAMANWALA,KAMANWALA
11817,539175,BLUEGOD,BLUEGOD
11818,539201,SATIA,SATIA
11819,539222,GROWINGTON,GROWINGTON
11820,539252,SHYAMCENT,SHYAMCENT
11821,511185,RAJVI,RAJVI
11822,511196,CANFINHOME,CANFINHOME
11823,511218,SHRIRAMFIN,SHRIRAMFIN
11824,511391,INTRGLB,INTRGLB
11825,532175,CYIENT,CYIENT
11826,532180,DHANBANK,DHANBANK
11827,532215,AXISBANK,AXISBANK
11828,539273,PECOS,PECOS
11829,511441,GUJCRED,GUJCRED
11830,511525,PANINDIAC,PANINDIAC
11831,511533,SAHARAHOUS,SAHARAHOUS
11832,511585,BEFOUNDMOL,BEFOUNDMOL
11833,532216,HBSL,HBSL
11834,532259,APARINDS,APARINDS
11835,532281,HCLTECH,HCLTECH
11836,532323,SHIVACEM,SHIVACEM
11837,511764,AASTAFIN,AASTAFIN
11838,512048,DHANSAFAL,DHANSAFAL
11839,512109,AVIVA,AVIVA
11840,512217,PRISMMEDI,PRISMMEDI
11841,532335,AMBICAAGAR,AMBICAAGAR
11842,532340,OMNIAX,OMNIAX
11843,532362,NAGPI,NAGPI
11844,532368,BCG,BCG
11845,512261,BAJGLOB,BAJGLOB
11846,512277,AUTOINT,AUTOINT
11847,512377,MAGANTR,MAGANTR
11848,512443,GANONPRO,GANONPRO
11849,532372,VIRINCHI,VIRINCHI
11850,532397,KONNDOR,KONNDOR
11851,532443,CERA,CERA
11852,532504,NAVINFLUOR,NAVINFLUOR
11853,512489,OASISEC,OASISEC
11854,512499,SHALPRO,SHALPRO
11855,512531,STCINDIA,STCINDIA
11856,512553,ZENITHEXPO,ZENITHEXPO
11857,532513,TVSELECT,TVSELECT
11858,532523,BIOCON,BIOCON
11859,532553,WELENT,WELENT
11860,532656,FACORALL,FACORALL
11861,512573,AVANTIFEED,AVANTIFEED
11862,512608,BHANDARI,BHANDARI
11863,513059,GSAUTO,GSAUTO
11864,513108,GANDHITUBE,GANDHITUBE
11865,532674,BASML,BASML
11866,532686,KERNEX,KERNEX
11867,532707,DYNPRO,DYNPRO
11868,532708,GVKPIL,GVKPIL
11869,513309,GOLKONDA,GOLKONDA
11870,513353,COCHINM,COCHINM
11871,513361,INDIAHOMES,INDIAHOMES
11872,513369,KVFORGE,KVFORGE
11873,532710,SADBHAV,SADBHAV
11874,532719,BLKASHYAP,BLKASHYAP
11875,532725,SOLARINDS,SOLARINDS
11876,532744,GTNTEX,GTNTEX
11877,513375,CARBORUNIV,CARBORUNIV
11878,513460,MAHALXSE,MAHALXSE
11879,514045,BSL,BSL
11880,514060,NEWTRAC,NEWTRAC
11881,532761,HGM,HGM
11882,532772,DCBBANK,DCBBANK
11883,532777,NAUKRI,NAUKRI
11884,532780,PARSVNATH,PARSVNATH
11885,514280,SANTETX,SANTETX
11886,514324,OMNITEX,OMNITEX
11887,514330,ONEGLOBAL,ONEGLOBAL
11888,514354,PREMIERPOL,PREMIERPOL
11889,532794,ZEEMEDIA,ZEEMEDIA
11890,532795,SITINET,SITINET
11891,532820,ELAND,ELAND
11892,532830,ASTRAL,ASTRAL
11893,514358,EVERFIN,EVERFIN
11894,514400,GARWSYN,GARWSYN
11895,514442,SRIKPRIND,SRIKPRIND
11896,516030,PAKKA,PAKKA
11897,532847,HILTON,HILTON
11898,532879,SSLEL,SSLEL
11899,532895,NAGREEKCAP,NAGREEKCAP
11900,532921,ADANIPORTS,ADANIPORTS
11901,516092,3PLAND,3PLAND
11902,517059,SALZERELEC,SALZERELEC
11903,517146,USHAMART,USHAMART
11904,517201,SWITCHTE,SWITCHTE
11905,532923,RGL,RGL
11906,532932,MANAKSIA,MANAKSIA
11907,532966,TITAGARH,TITAGARH
